Sr. No.,utterance_text,topic,mi_quality
250,"-and you are very concerned about your health, you wanna be there for your baby and that you've already taken some steps, you've-you've almost quit smoking-",asthma management,0
251,"It's you that I'm worried about, Sal. It's you that I'm worried about, okay? The-the symptoms are worse. You've had two or three major asthma attacks. And-and do you appreciate how-- This is, uh, a risk to your life that there are some-some adults with severe asthma who actually can die as a result of their symptoms? It-it truly is something to take very, very seriously. I can't emphasize that enough.",asthma management,0
252,"Sal, what, uh, do you understand that what happened 6 years ago or 10 years ago, your asthma is progressively getting worse. You know very well that the puffers, the strength of the medication is getting higher and higher, and there's only so much that can be done with medication alone. You know this.",asthma management,0
253,"Hi Carrie, thanks for coming in today.",smoking cessation ,1
254,"So, you'd like to give up those cigarettes?",smoking cessation ,1
255,"Yeah, so then it's, um, right now, uh, tell me a little bit about, um, right now at this point in your life why it's so important to quit.",smoking cessation ,1
256,Like being a leper in a leper colony right now to be a smoker.,smoking cessation ,1
257,"'Cause you can't find a leper colony anymore. So, um, so it-it's really important for you to be a good mum-",smoking cessation ,1
258,-and model for your- for your daughter who's at this age where 15 would be a really common age at which she might decide to smoke.,smoking cessation ,1
259,"Okay. So, you-you wanna look good, you know, and she's proud of you I'm sure anyway and then this just would be an added benefit. Yeah.",smoking cessation ,1
260,"So, and then you mentioned quite a few things about medical problems. So, um, you mentioned, um, asthma, um, acute bronchitis did you say—",smoking cessation ,1
261,"Oh my goodness. Okay. And so, and that-- yeah, that's very-- that's really scary beginnings of emphysema, I'm sorry to hear that.",smoking cessation ,1
262,"Well, I mean that's-that's, you know, tell me about when you were diagnosed with that.",smoking cessation ,1
263,Tell me a little bit about what happened with the-the Chantix.,smoking cessation ,1
264,Mm-hmm. Mm-hmm. Wh-What sort of if-if you are willing to talk about what kind of side effect—,smoking cessation ,1
265,"Oh really. You know, and I've heard that too, Carrie, that people especially you know those are, um, some people seem to have a lot of success but when people do have the adverse side effects they are really pronounced like the ones you just described.",smoking cessation ,1
266,Want the good [crosstalk] no good right? And how long ago was that that you—,smoking cessation ,1
267,It just didn't fit for you to do the online.,smoking cessation ,1
268,"Okay. So, um, but you gave it a good try and it was just not a good fit for you like you-you really listened to what your body told you like nightmares, nausea, I mean those are really bad things.",smoking cessation ,1
269,"So, it's already piled I'm thinking up for you, you don't need anything else so you're looking for some relief and not something to make you feel worse.",smoking cessation ,1
270,"Um, have there been some times in the past where you were able to quit smoking completely?",smoking cessation ,1
271,"Okay. So, what's the longest you've ever gone without a cigarette including being in the hospital?",smoking cessation ,1
272,"Oh, three days. You know, that's a long time and I felt, you know, that's a pretty long time to go without smoking and I would imagine, I think that's pretty good.",smoking cessation ,1
273,What did you notice during those three days when you weren't smoking?,smoking cessation ,1
274,"And it sounds like it's paired, like a coffee and a cigarette. I mean, you know, probably hard to think about, ""How will I have a cup of coffee without a cigarette?""",smoking cessation ,1
275,"You know, and, um, that's actually, yeah, that's a-- I think it does become very paired with lots of different things. And, um, you might already know this, and so let me know if you do, um, because of the way cigarettes you're describing it and accurately is-- it is really what we call an almost perfect drug in a lot of ways. And-",smoking cessation ,1
