Sr. No,utterance_text,mi_quality,topic
249,"Yeah, that makes sense? Yeah? So how confident are you that-that, you know, you can sort out the issues related to, um, you know, uh, taking the money from your employer? And another thing, in your precinct's report, there were some issues around gambling, and some issues around alcohol use. So those seem to be important issues that are kind of getting out. So how confident are you that you can get those sorted in the nine months we've got?",1,reducing gambling
250,"Yeah. See one of the things I'll be really interested in-in talking with you about is, um, yeah, what's-what's the, um, what's the worst thing that has happened in terms of pokies, in terms of you know behavior around the pokies, what's the worst thing that's happened?",1,reducing gambling
251,Yeah. So how often do you end up with no money in your pocket? Can be the times when you end up with money in your pocket,1,reducing gambling
252,"Yeah, yeah. So if we were to think back, say the last month, the last four weeks, how many times would you have gone down to the- to the pokies, the pub?",1,reducing gambling
253,That-that you're up for the money and-and then-then they slot you.,1,reducing gambling
254,"Okay. So-so thinking about this, say a couple times a week, you know, two or three?",1,reducing gambling
255,"Yeah, yeah, yeah? So that's 12 times. So how many times would you have walked away with money in your pocket after, any out of the 12, what's your- what's your sense?",1,reducing gambling
256,Okay. Okay. So you're saying about 50-50?,1,reducing gambling
257,"'Cause you have to understand the odds are about-- sort of-of tend to be about 25% on the 100, that-that's [crosstalk]",1,reducing gambling
258,"And, yeah, it might be an issue, I don't know if it's an issue at this point. It'll be interesting to sort of talk about that. But I'm wondering what happens, yeah, when-when you get on the pokies out there, they're certainly at the pub, pokies around? So what happens in your body when, um—",1,reducing gambling
259,"A bit of a rush. Yeah. 'Cause other people I have worked with say that, yeah, sometimes they get a bit of a rush, that somehow the rush takes over and they don't know when to stop. Not sure if that's what- if that's what it's like for you, but other people have told me that, so.",1,reducing gambling
260,"Yeah, yeah. Yeah, yeah. So that could be an issue we could spend some time talking about here, 'cause obviously you know, you don't- you don't - you don't wanna be here, and then my interest now is just getting you o-out of the system, not getting you into the systems. So-so here, um-- how-how much do you think this is an issue for you, you reckon? The pokies and the gambling.",1,reducing gambling
261,"Yeah, yeah. Thinking about your friends, you know, how would you soft of think about your friends 'cause, you know, I guess you go out with your girlfriends and stuff.",1,reducing gambling
262,"Yeah, yeah. So, in terms of their behavior, like how did your behavior sort of match with their behavior? Are they much the same as you, are they different than you?",1,reducing gambling
263,"Yeah, yeah, yeah. Then, in terms of the pokies and stuff they much as they like doing the pokies so much as your doing the-- You know, compared to you doing the pokies?",1,reducing gambling
264,"Oh, okay, okay. Who's-who's-- What's your girlfriend's name, your best- your best friend, best girl friend?",1,reducing gambling
265,"Sarah, So what do you think Sarah would say?",1,reducing gambling
266,"Yeah, what would she say about-- 'cause she knows you pretty well. She'll-she'll-- she goes to the pubs with you probably and see you putting the money on pokies, what would she reckon?",1,reducing gambling
267,"Absolutely, and that's what you want from friends, isn't it?",1,reducing gambling
268,"You want that acceptance, absolutely, yeah, yeah. But won't you say, you know, friends also-- good friends also can, you know, call you on stuff too, can't they? Yeah?",1,reducing gambling
269,"At times. Yeah, so-so what you-- wha-what she might say to us about about- a-a-about your gambling?",1,reducing gambling
270,"Yeah, yeah, okay, okay. So Sarah might see it as an issue. And-and I guess there's a part of you also sees it as an issue, part of you, you know. Part of you may not, but a part of you does.",1,reducing gambling
271,"So the part of you that does see this is-- as an issue, yeah, that the gambling sometimes can be out of control, you know, tell me that part of you that-that maybe knows that, uh, it's getting you into trouble and it's gone way-- just moved you off from that point, there have been some—",1,reducing gambling
272,"Yeah, and-and in some ways getting caught might be a good thing. I know it might sound a re-really sort of strange thing to say, but I wonder if like getting caught might have been a good thing. Because you would have read the papers about other people's of-- you know. They're the hands that would turn on stuff and end up with gambling problems and big money. So I want- I want to hear much that it might have been a good thing that you got caught at this stage, and you got a chance to do some talking about it and working around some strategies to get it under control so it doesn't control you. What's your hunch about that?",1,reducing gambling
